"mora","atraso","vivienda","edad","dias_lab","exp_sf","nivel_ahorro","ingreso","linea_sf","deuda_sf","score","zona","clasif_sbs","nivel_educ","exp_sf_clean","linea_sf_clean","deuda_sf_clean","nivel_educ_clean","vivienda_clean","zona_clean","exp_sf_outlier","linea_sf_outlier","deuda_sf_outlier"
1,0,"FAMILIAR",38,7186,32,12,15000,2598.08,2569.72,217,"Lima",0,"UNIVERSITARIA",32,2598.08,2569.72,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",56,8039,94,12,5700,5598.43,0,214,"Callao",1,"UNIVERSITARIA",94,5598.43,2924.88,"Alta","No Propia","OTRAS",TRUE,FALSE,FALSE
1,0,"FAMILIAR",42,3881,NA,12,2854.13,400,9203.5,186,"Callao",0,"UNIVERSITARIA",20,400,9203.5,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",36,4629,84,12,10000,14754.39,12721.36,218,"Lima",0,"UNIVERSITARIA",84,14754.39,12721.36,"Alta","No Propia","Lima",FALSE,FALSE,TRUE
1,0,"FAMILIAR",46,7127,101,12,2581,13855,1813.04,197,"Lambayeque",0,"UNIVERSITARIA",101,13855,1813.04,"Alta","No Propia","OTRAS",TRUE,FALSE,FALSE
1,0,"FAMILIAR",30,3623,14,10,3277.87,2700,10956.85,200,"Puno",0,"UNIVERSITARIA",14,2700,10956.85,"Alta","No Propia","OTRAS",FALSE,FALSE,TRUE
1,0,"FAMILIAR",27,3748,28,12,2000,NA,16875.56,194,"Lima",1,"UNIVERSITARIA",28,0,16875.56,"Alta","No Propia","Lima",FALSE,FALSE,TRUE
1,0,"FAMILIAR",24,3899,2,12,1200,2435,3138.64,159,"Lima",0,"UNIVERSITARIA",2,2435,3138.64,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",41,11538,92,12,4400,1290.63,518.15,217,"Lima",2,"UNIVERSITARIA",92,1290.63,518.15,"Alta","No Propia","Lima",TRUE,FALSE,FALSE
1,1,"PROPIA",54,6059,26,12,2200,960,252.76,217,"Arequipa",0,"UNIVERSITARIA",26,960,252.76,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"PROPIA",42,10108,NA,12,967.98,NA,15000,207,"La Libertad",0,"UNIVERSITARIA",20,0,15000,"Alta","Propia","OTRAS",FALSE,FALSE,TRUE
1,23,"PROPIA",47,6304,38,12,4193.44,14825,4403.51,224,"Ica",1,"UNIVERSITARIA",38,14825,4403.51,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",31,5694,61,11,2100,2325,161.29,195,"Lima",1,"UNIVERSITARIA",61,2325,161.29,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",33,5482,NA,12,3000,NA,35.09,214,"Lima",4,"UNIVERSITARIA",20,0,35.09,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",45,7826,NA,12,2200,7050,2279.05,224,"Lima",0,"UNIVERSITARIA",20,7050,2279.05,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,3,"FAMILIAR",37,11569,37,12,4500,4690,689.31,197,"Ancash",2,"UNIVERSITARIA",37,4690,689.31,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,7,"FAMILIAR",31,7917,NA,12,4000,NA,0,219,"Lima",0,"UNIVERSITARIA",20,0,2924.88,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",50,5725,31,12,1400,NA,1918.97,201,"Arequipa",0,"TECNICA",31,0,1918.97,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,8,"FAMILIAR",41,6670,56,12,2600,1700,15545.79,197,"Lima",0,"TECNICA",56,1700,15545.79,"Media o menos","No Propia","Lima",FALSE,FALSE,TRUE
1,0,"PROPIA",32,3713,NA,12,6700,NA,20942.52,219,"La Libertad",0,"UNIVERSITARIA",20,0,20942.52,"Alta","Propia","OTRAS",FALSE,FALSE,TRUE
1,0,"FAMILIAR",32,3503,81,12,4061.58,4100,0,214,"Lima",3,"UNIVERSITARIA",81,4100,2924.88,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",38,4697,NA,12,5000,NA,0,221,"Lima",0,"UNIVERSITARIA",20,0,2924.88,"Alta","Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",52,5026,48,12,3750,24948.92,438.6,219,"Lima",1,"UNIVERSITARIA",48,24948.92,438.6,"Alta","No Propia","Lima",FALSE,TRUE,FALSE
1,29,"PROPIA",56,16317,NA,12,1880,NA,6131.57,218,"Arequipa",0,"TECNICA",20,0,6131.57,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",36,3899,NA,12,9250,3500,44291.59,195,"Lima",0,"UNIVERSITARIA",20,3500,44291.59,"Alta","No Propia","Lima",FALSE,FALSE,TRUE
1,0,"PROPIA",58,9896,79,12,3000,NA,0,219,"Lima",0,"UNIVERSITARIA",79,0,2924.88,"Alta","Propia","Lima",FALSE,FALSE,FALSE
1,31,"PROPIA",53,14856,74,12,7000,18033.2,0,224,"Lima",0,"UNIVERSITARIA",74,18033.2,2924.88,"Alta","Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",34,3898,4,12,2177.74,500,3477.01,177,"Arequipa",0,"TECNICA",4,500,3477.01,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,2,"FAMILIAR",28,4276,9,12,2354.08,500,3547.11,186,"Arequipa",0,"TECNICA",9,500,3547.11,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,2,"PROPIA",54,13609,NA,12,4000,NA,0,216,"Moquegua",0,"TECNICA",20,0,2924.88,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",46,7247,NA,12,1300,3873.25,5494.48,180,"Piura",1,"TECNICA",20,3873.25,5494.48,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,3,"ALQUILADA",39,9073,NA,12,3000,NA,0,198,"Tacna",0,"UNIVERSITARIA",20,0,2924.88,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",40,3899,40,12,2000,8676.57,65.75,207,"Lima",0,"UNIVERSITARIA",40,8676.57,65.75,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",33,4690,35,12,5800,4672.02,0,214,"Callao",0,"UNIVERSITARIA",35,4672.02,2924.88,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"PROPIA",43,3718,109,12,3500,48800,17644.27,219,"Lima",0,"UNIVERSITARIA",109,48800,17644.27,"Alta","Propia","Lima",TRUE,TRUE,TRUE
1,0,"FAMILIAR",26,3748,NA,12,1800,500,0.84,215,"Lima",0,"UNIVERSITARIA",20,500,0.84,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",34,7551,101,12,30000,118500,32849.27,221,"Lima",0,"UNIVERSITARIA",101,118500,32849.27,"Alta","Propia","Lima",TRUE,TRUE,TRUE
1,0,"FAMILIAR",31,3840,1,12,1198.8,1450,6814.04,178,"Lima",0,"UNIVERSITARIA",1,1450,6814.04,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",40,6790,56,12,30000,35872.97,5721.76,236,"Lima",1,"UNIVERSITARIA",56,35872.97,5721.76,"Alta","Propia","Lima",FALSE,TRUE,FALSE
1,0,"FAMILIAR",53,8831,52,12,6400,45690.4,15803.37,212,"La Libertad",0,"UNIVERSITARIA",52,45690.4,15803.37,"Alta","No Propia","OTRAS",FALSE,TRUE,TRUE
1,0,"PROPIA",46,7339,108,12,5500,29433.87,0,204,"Lima",3,"UNIVERSITARIA",108,29433.87,2924.88,"Alta","Propia","Lima",TRUE,TRUE,FALSE
1,0,"ALQUILADA",38,6059,44,12,2650,4800,10049.04,196,"Ayacucho",0,"UNIVERSITARIA",44,4800,10049.04,"Alta","No Propia","OTRAS",FALSE,FALSE,TRUE
1,0,"FAMILIAR",43,11538,114,12,4400,9300,147.95,223,"Lima",1,"SIN EDUCACION",114,9300,147.95,"Media o menos","No Propia","Lima",TRUE,FALSE,FALSE
1,0,"FAMILIAR",59,6274,98,12,8200,41372.22,207.49,199,"Lima",0,"UNIVERSITARIA",98,41372.22,207.49,"Alta","No Propia","Lima",TRUE,TRUE,FALSE
1,0,"FAMILIAR",22,4964,11,12,800,4355,57.31,157,"Lima",0,"UNIVERSITARIA",11,4355,57.31,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",48,8009,76,12,5920,11785.27,462.01,243,"Arequipa",0,"UNIVERSITARIA",76,11785.27,462.01,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"PROPIA",38,4325,56,12,4646,65644.37,8184.54,214,"Lima",0,"UNIVERSITARIA",56,65644.37,8184.54,"Alta","Propia","Lima",FALSE,TRUE,FALSE
1,0,"FAMILIAR",32,3360,19,12,3508.25,9000,24438.84,200,"Arequipa",0,"UNIVERSITARIA",19,9000,24438.84,"Alta","No Propia","OTRAS",FALSE,FALSE,TRUE
1,0,"FAMILIAR",46,4108,NA,12,5169.99,11400,11347.31,205,"Lima",0,"UNIVERSITARIA",20,11400,11347.31,"Alta","No Propia","Lima",FALSE,FALSE,TRUE
1,0,"PROPIA",48,8009,75,12,5920,15067.98,462.01,243,"Arequipa",0,"UNIVERSITARIA",75,15067.98,462.01,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",57,3868,NA,12,1329.35,1000,2963.66,207,"Cuzco",0,"UNIVERSITARIA",20,1000,2963.66,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",41,3868,80,12,12500,69244.55,902.97,205,"Lima",1,"UNIVERSITARIA",80,69244.55,902.97,"Alta","No Propia","Lima",FALSE,TRUE,FALSE
1,0,"FAMILIAR",47,4751,88,12,9520,13387.77,2643.82,219,"Lima",0,"UNIVERSITARIA",88,13387.77,2643.82,"Alta","No Propia","Lima",TRUE,FALSE,FALSE
1,0,"FAMILIAR",45,13548,13,11,3050,13345,3460.23,198,"Lima",2,"UNIVERSITARIA",13,13345,3460.23,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",45,5544,34,12,16000,1684.77,1988.04,216,"Lima",0,"UNIVERSITARIA",34,1684.77,1988.04,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",32,3718,19,12,3508.25,9000,24438.84,200,"Arequipa",0,"UNIVERSITARIA",19,9000,24438.84,"Alta","No Propia","OTRAS",FALSE,FALSE,TRUE
1,0,"PROPIA",44,11023,46,12,8000,24004.43,1220.81,226,"Lima",1,"UNIVERSITARIA",46,24004.43,1220.81,"Alta","Propia","Lima",FALSE,FALSE,FALSE
1,4,"FAMILIAR",26,4904,58,12,2100,0.06,13904.59,194,"Lima",0,"UNIVERSITARIA",58,0.06,13904.59,"Alta","No Propia","Lima",FALSE,FALSE,TRUE
1,0,"PROPIA",40,7185,NA,12,640.63,NA,3059.8,196,"Piura",2,"TECNICA",20,0,3059.8,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",45,6882,94,12,14500,86472.09,18702.31,205,"Lima",0,"UNIVERSITARIA",94,86472.09,18702.31,"Alta","No Propia","Lima",TRUE,TRUE,TRUE
1,0,"FAMILIAR",49,3937,22,12,3904.07,2290,177.15,200,"La Libertad",1,"UNIVERSITARIA",22,2290,177.15,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"PROPIA",57,15587,90,12,5300,59863.12,28231.2,228,"Lima",1,"TECNICA",90,59863.12,28231.2,"Media o menos","Propia","Lima",TRUE,TRUE,TRUE
1,0,"FAMILIAR",57,7339,102,12,4380,5750,1255.51,233,"Lima",2,"UNIVERSITARIA",102,5750,1255.51,"Alta","No Propia","Lima",TRUE,FALSE,FALSE
1,0,"PROPIA",39,6059,38,6,6545,30356.8,0,221,"Lima",0,"UNIVERSITARIA",38,30356.8,2924.88,"Alta","Propia","Lima",FALSE,TRUE,FALSE
1,2,"FAMILIAR",31,7155,NA,12,1047.74,250,5779.85,183,"Lima",0,"UNIVERSITARIA",20,250,5779.85,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"ALQUILADA",48,5360,39,12,20000,NA,3504.9,185,"Lima",0,"UNIVERSITARIA",39,0,3504.9,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",33,5574,16,12,659.08,1925,7992.67,183,"Lima",1,"UNIVERSITARIA",16,1925,7992.67,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",40,8527,43,12,2060,1157.51,756.12,223,"Lima",0,"UNIVERSITARIA",43,1157.51,756.12,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",38,8435,47,12,5500,18445.29,12430.71,216,"Lima",1,"UNIVERSITARIA",47,18445.29,12430.71,"Alta","Propia","Lima",FALSE,FALSE,TRUE
1,0,"FAMILIAR",28,3748,14,12,10000,3700,88.17,212,"Lima",0,"UNIVERSITARIA",14,3700,88.17,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",38,5360,81,12,8800,3125.8,3424.29,228,"Lima",2,"UNIVERSITARIA",81,3125.8,3424.29,"Alta","Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",34,6974,62,6,2200,NA,111.93,221,"Puno",3,"UNIVERSITARIA",62,0,111.93,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,58,"FAMILIAR",22,6090,40,12,2100,603.89,0,149,"Lima",2,"UNIVERSITARIA",40,603.89,2924.88,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",34,6243,NA,12,2200,NA,0,190,"Ayacucho",0,"UNIVERSITARIA",20,0,2924.88,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"PROPIA",30,5939,93,12,4000,1603.16,2825.42,212,"Lima",0,"UNIVERSITARIA",93,1603.16,2825.42,"Alta","Propia","Lima",TRUE,FALSE,FALSE
1,0,"FAMILIAR",45,8981,64,12,2460,13820,9212.25,195,"Lima",0,"SECUNDARIA",64,13820,9212.25,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",57,9378,90,12,8018,57872.2,29037.67,233,"Cuzco",1,"UNIVERSITARIA",90,57872.2,29037.67,"Alta","Propia","OTRAS",TRUE,TRUE,TRUE
1,0,"PROPIA",64,5240,100,12,28500,121543.4,22081.49,247,"Lima",2,"UNIVERSITARIA",100,121543.4,22081.49,"Alta","Propia","Lima",TRUE,TRUE,TRUE
1,0,"PROPIA",38,6578,92,12,14005,69228.22,23086.9,216,"Lima",0,"UNIVERSITARIA",92,69228.22,23086.9,"Alta","Propia","Lima",TRUE,TRUE,TRUE
1,1,"FAMILIAR",40,5574,71,12,9736,103078.53,5703.01,185,"Lima",0,"UNIVERSITARIA",71,103078.53,5703.01,"Alta","No Propia","Lima",FALSE,TRUE,FALSE
1,0,"ALQUILADA",49,6548,73,12,2118,17480,5340.95,183,"Lima",0,"TECNICA",73,17480,5340.95,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",49,7886,43,10,2500,1800,0,224,"Callao",1,"UNIVERSITARIA",43,1800,2924.88,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",63,8701,50,12,1012.69,2200,1399.08,202,"Lima",0,"UNIVERSITARIA",50,2200,1399.08,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,24,"FAMILIAR",49,4386,115,12,3682.68,6070,2428.01,205,"Arequipa",2,"UNIVERSITARIA",115,6070,2428.01,"Alta","No Propia","OTRAS",TRUE,FALSE,FALSE
1,0,"FAMILIAR",34,4782,101,12,16000,10990,23289.26,214,"Lima",4,"UNIVERSITARIA",101,10990,23289.26,"Alta","No Propia","Lima",TRUE,FALSE,TRUE
1,0,"PROPIA",48,7431,NA,12,1400,1000,363.13,201,"Lima",0,"TECNICA",20,1000,363.13,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",48,7431,NA,12,1400,1000,363.13,201,"Lima",0,"TECNICA",20,1000,363.13,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",43,4365,7,12,2491.91,1755,20474.5,224,"Ica",4,"UNIVERSITARIA",7,1755,20474.5,"Alta","Propia","OTRAS",FALSE,FALSE,TRUE
1,0,"PROPIA",38,5148,20,12,8280,55171.45,1626.41,216,"Lima",2,"UNIVERSITARIA",20,55171.45,1626.41,"Alta","Propia","Lima",FALSE,TRUE,FALSE
1,0,"FAMILIAR",38,7278,NA,12,5649,30426.01,14944.09,195,"Lima",0,"UNIVERSITARIA",20,30426.01,14944.09,"Alta","No Propia","Lima",FALSE,TRUE,TRUE
1,2,"FAMILIAR",32,7886,NA,12,4000,3318.67,17258.47,200,"Lima",1,"UNIVERSITARIA",20,3318.67,17258.47,"Alta","No Propia","Lima",FALSE,FALSE,TRUE
1,0,"PROPIA",55,14006,NA,12,1400,NA,1701.76,215,"Lima",0,"TECNICA",20,0,1701.76,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
1,22,"FAMILIAR",42,10687,39,12,3000,6410,39.43,196,"Arequipa",0,"TECNICA",39,6410,39.43,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"PROPIA",41,6882,29,12,5600,70946.8,35397.42,231,"Lima",0,"UNIVERSITARIA",29,70946.8,35397.42,"Alta","Propia","Lima",FALSE,TRUE,TRUE
1,0,"FAMILIAR",29,4144,NA,12,2300,1300,6427.1,200,"Lima",0,"UNIVERSITARIA",20,1300,6427.1,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",59,14401,104,12,3462.64,2450,23890.3,212,"Lima",4,"UNIVERSITARIA",104,2450,23890.3,"Alta","No Propia","Lima",TRUE,FALSE,TRUE
1,1,"PROPIA",57,14012,NA,12,2634,NA,0,223,"Pasco",0,"SECUNDARIA",20,0,2924.88,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",25,6456,11,12,2100,NA,0,227,"Lima",0,"UNIVERSITARIA",11,0,2924.88,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",59,14432,72,12,2700,21228.29,491.35,219,"Lima",0,"UNIVERSITARIA",72,21228.29,491.35,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",51,7339,69,12,4700,21819.2,729.69,219,"Lima",1,"UNIVERSITARIA",69,21819.2,729.69,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,2,"ALQUILADA",29,4721,17,12,1241.02,1000,2397.15,181,"Lima",0,"UNIVERSITARIA",17,1000,2397.15,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",51,11965,120,12,9000,70154.4,41585.09,205,"Piura",1,"UNIVERSITARIA",120,70154.4,41585.09,"Alta","No Propia","OTRAS",TRUE,TRUE,TRUE
1,0,"PROPIA",37,7155,12,12,2200,NA,6447.96,233,"Apurimac",0,"UNIVERSITARIA",12,0,6447.96,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",51,11023,NA,12,12000,14516,57094.38,205,"Junin",0,"UNIVERSITARIA",20,14516,57094.38,"Alta","No Propia","OTRAS",FALSE,FALSE,TRUE
1,0,"PROPIA",35,3729,55,12,7054.65,4100,6552.34,214,"Pasco",0,"UNIVERSITARIA",55,4100,6552.34,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"PROPIA",53,6578,33,12,11160,7778.01,1649.45,196,"Lima",1,"UNIVERSITARIA",33,7778.01,1649.45,"Alta","Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",39,6609,25,12,1965.29,14900,2626.45,221,"Lima",1,"UNIVERSITARIA",25,14900,2626.45,"Alta","Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",36,4052,17,12,3300,32357.6,2826.12,216,"Lima",0,"UNIVERSITARIA",17,32357.6,2826.12,"Alta","Propia","Lima",FALSE,TRUE,FALSE
1,21,"FAMILIAR",27,3365,NA,12,930,3800,2734.84,196,"Arequipa",0,"UNIVERSITARIA",20,3800,2734.84,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",34,9318,82,12,3084,6524.54,443.93,212,"Lima",2,"UNIVERSITARIA",82,6524.54,443.93,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",41,6027,94,12,7883.35,34740,9213.04,205,"Lima",2,"UNIVERSITARIA",94,34740,9213.04,"Alta","No Propia","Lima",TRUE,TRUE,FALSE
1,1,"PROPIA",40,8678,102,12,17980,78205.45,34018.71,199,"Piura",0,"UNIVERSITARIA",102,78205.45,34018.71,"Alta","Propia","OTRAS",TRUE,TRUE,TRUE
1,0,"FAMILIAR",46,5360,26,12,2000,2400,570.12,193,"Junin",0,"UNIVERSITARIA",26,2400,570.12,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",42,9500,54,12,1339.8,600,3953.53,183,"Lima",4,"UNIVERSITARIA",54,600,3953.53,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",34,6090,67,12,5300,17700,3435.19,209,"Lima",0,"UNIVERSITARIA",67,17700,3435.19,"Alta","Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",27,4264,41,12,3000,604.97,35860.99,228,"Lima",0,"UNIVERSITARIA",41,604.97,35860.99,"Alta","Propia","Lima",FALSE,FALSE,TRUE
1,0,"PROPIA",56,13792,89,12,5900,38416.99,38642.49,238,"Lima",1,"UNIVERSITARIA",89,38416.99,38642.49,"Alta","Propia","Lima",TRUE,TRUE,TRUE
1,0,"PROPIA",37,7735,98,12,4196.4,4628,6499.8,216,"Lima",0,"UNIVERSITARIA",98,4628,6499.8,"Alta","Propia","Lima",TRUE,FALSE,FALSE
1,0,"FAMILIAR",55,6083,NA,12,3244.85,3660,4772.22,197,"Lima",1,"UNIVERSITARIA",20,3660,4772.22,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",35,3991,NA,12,5300,600,0,221,"Lima",3,"UNIVERSITARIA",20,600,2924.88,"Alta","Propia","Lima",FALSE,FALSE,FALSE
1,0,"FAMILIAR",32,4083,NA,12,3800,15052.27,6683.58,195,"Lima",0,"UNIVERSITARIA",20,15052.27,6683.58,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,17,"FAMILIAR",37,6943,96,12,7500,52572.18,5665.81,197,"Lima",1,"UNIVERSITARIA",96,52572.18,5665.81,"Alta","No Propia","Lima",TRUE,TRUE,FALSE
1,0,"FAMILIAR",45,8039,93,12,10500,30435.04,2670.33,224,"La Libertad",0,"UNIVERSITARIA",93,30435.04,2670.33,"Alta","No Propia","OTRAS",TRUE,TRUE,FALSE
1,6,"PROPIA",42,7492,85,12,29149,106066.89,26854.9,224,"Lima",1,"UNIVERSITARIA",85,106066.89,26854.9,"Alta","Propia","Lima",FALSE,TRUE,TRUE
1,0,"PROPIA",39,4448,NA,12,2070,3300,3968.3,226,"Lima",0,"UNIVERSITARIA",20,3300,3968.3,"Alta","Propia","Lima",FALSE,FALSE,FALSE
1,0,"ALQUILADA",38,7857,16,12,5897.7,10713.68,1611.09,184,"Lima",0,"UNIVERSITARIA",16,10713.68,1611.09,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",53,3960,106,12,4300,28750,360.15,243,"Lima",0,"UNIVERSITARIA",106,28750,360.15,"Alta","Propia","Lima",TRUE,TRUE,FALSE
1,0,"PROPIA",49,15009,NA,12,4100,1297.41,0,224,"Moquegua",0,"UNIVERSITARIA",20,1297.41,2924.88,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"ALQUILADA",31,7035,NA,12,10675,4284.06,0,179,"Callao",1,"TECNICA",20,4284.06,2924.88,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,10,"PROPIA",36,7612,103,12,19250,43000,32180.15,221,"La Libertad",1,"UNIVERSITARIA",103,43000,32180.15,"Alta","Propia","OTRAS",TRUE,TRUE,TRUE
1,0,"FAMILIAR",43,7917,98,12,8760,6781.81,4235.53,197,"Ancash",1,"TECNICA",98,6781.81,4235.53,"Media o menos","No Propia","OTRAS",TRUE,FALSE,FALSE
1,0,"PROPIA",24,7186,NA,12,4000,NA,10440.85,190,"Moquegua",0,"TECNICA",20,0,10440.85,"Media o menos","Propia","OTRAS",FALSE,FALSE,TRUE
1,0,"PROPIA",36,4448,NA,12,3000,NA,0.42,216,"Lima",4,"UNIVERSITARIA",20,0,0.42,"Alta","Propia","Lima",FALSE,FALSE,FALSE
1,1,"FAMILIAR",26,4874,7,12,30000,17438.33,3005.49,213,"La Libertad",2,"UNIVERSITARIA",7,17438.33,3005.49,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"PROPIA",47,10292,57,12,14300,49506.58,20308.96,224,"Ica",1,"UNIVERSITARIA",57,49506.58,20308.96,"Alta","Propia","OTRAS",FALSE,TRUE,TRUE
1,0,"PROPIA",57,7217,115,12,30000,121543.4,57094.38,233,"Lima",1,"UNIVERSITARIA",115,121543.4,57094.38,"Alta","Propia","Lima",TRUE,TRUE,TRUE
1,0,"PROPIA",38,4417,27,12,9253,1984.17,2872.04,221,"Arequipa",0,"UNIVERSITARIA",27,1984.17,2872.04,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
1,1,"PROPIA",51,11479,NA,12,30000,NA,0,217,"Lima",0,"UNIVERSITARIA",20,0,2924.88,"Alta","Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",41,5725,92,12,12994,14560.38,3815.88,219,"Lima",0,"UNIVERSITARIA",92,14560.38,3815.88,"Alta","Propia","Lima",TRUE,FALSE,FALSE
1,0,"PROPIA",45,4539,111,12,8000,117885.81,15301.72,236,"Lima",0,"UNIVERSITARIA",111,117885.81,15301.72,"Alta","Propia","Lima",TRUE,TRUE,TRUE
1,0,"PROPIA",47,11357,NA,12,4306,NA,0,219,"Lima",1,"UNIVERSITARIA",20,0,2924.88,"Alta","Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",48,7673,80,12,18000,64186.88,13129.16,222,"Lima",0,"UNIVERSITARIA",80,64186.88,13129.16,"Alta","Propia","Lima",FALSE,TRUE,TRUE
1,19,"FAMILIAR",55,15983,NA,12,2703.18,NA,0,177,"Junin",1,"SECUNDARIA",20,0,2924.88,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
1,0,"FAMILIAR",37,5895,68,12,5551.95,3100,3775.01,197,"Lima",0,"UNIVERSITARIA",68,3100,3775.01,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
1,0,"PROPIA",36,4113,64,12,23145,23493.95,57094.38,216,"Lima",3,"UNIVERSITARIA",64,23493.95,57094.38,"Alta","Propia","Lima",FALSE,FALSE,TRUE
1,0,"PROPIA",36,4113,64,12,23145,23493.95,57094.38,216,"Lima",3,"UNIVERSITARIA",64,23493.95,57094.38,"Alta","Propia","Lima",FALSE,FALSE,TRUE
1,9,"FAMILIAR",59,15771,26,12,3737.54,NA,449.76,204,"Ancash",0,"TECNICA",26,0,449.76,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
